bank,index,source_label,decoded_label,slot_bytes,representation,proposed_full_label,fallback_label,status,width_ok,width_error
TT3A,62,Mita,SW,3,literal,Mita,SW,blocked,True,
TT3A,63,No,No,4,literal,No,,full-word,True,
TT3A,64,South,S,4,literal,South,S,blocked,True,
TT3A,65,Get,Get,5,literal,Get,,full-word,True,
TT3A,66,Paper,PP,3,literal,Paper,PP,blocked,True,
TT3A,67,Back,Back,4,dictionary,Back,BCK,full-word,True,
TT3A,68,Trash,Trash,5,literal,Trash,,full-word,True,
TT3A,69,Old man,Old man,5,dictionary,Old man,Old man,full-word,True,
TT3A,70,Gestapo,Gestapo,2,dictionary,Gestapo,Gestapo,full-word,True,
TT3A,71,Ghetto,GHETO,5,literal,Ghetto,GHETO,blocked,True,
TT3A,72,Residence,RESID,6,literal,Residence,RESID,blocked,True,
TT3A,73,Resistance,RESIST,6,literal,Resistance,RESIST,blocked,True,
TT3A,74,Register,REGSTR,6,literal,Register,REGSTR,blocked,True,
TT3A,75,Gunboat,Gunboat,7,literal,Gunboat,,full-word,True,
TT3A,76,Nazi,Nazi,6,literal,Nazi,,full-word,True,
TT3A,77,U-boat,U-boat,6,literal,U-boat,,full-word,True,
TT3A,78,Banana,Banana,7,dictionary,Banana,,full-word,True,
TT3A,79,Gabin,Gabin,5,literal,Gabin,,full-word,True,
TT3A,80,Delon,DLN,4,literal,Delon,DLN,blocked,True,
TT3A,81,Belmondo,BELMO,6,literal,Belmondo,BELMO,blocked,True,
TT3A,82,Philippe,PHIL,6,literal,Philippe,PHIL,blocked,True,
TT3A,83,Truffaut,Truffaut,7,literal,Truffaut,,full-word,True,
TT3A,84,Montgomery,MONTY,6,literal,Montgomery,MONTY,blocked,True,
TT3A,85,Patton,PTTN,5,literal,Patton,PTTN,blocked,True,
TT3A,86,Eisenhower,EISEN,6,literal,Eisenhower,EISEN,blocked,True,
TT3A,87,Roosevelt,ROOSVLT,7,literal,Roosevelt,ROOSVLT,blocked,True,
TT3A,88,Churchill,CHRCHL,6,literal,Churchill,CHRCHL,blocked,True,
TT3A,89,MacArthur,MACARTH,7,literal,MacArthur,MACARTH,blocked,True,
TT3A,90,Yes,Yes,3,dictionary,Yes,YS,full-word,True,
TT3A,91,No,No,4,literal,No,,full-word,True,
TT3A,92,Broom,BRM,4,literal,Broom,BRM,blocked,True,
TT3A,93,Lamp,Lamp,5,literal,Lamp,,full-word,True,
TT3A,94,Woman,WMN,4,literal,Woman,WMN,blocked,True,
TT3B,0,Look,Look,3,dictionary,Look,SE,full-word,True,
TT3B,1,Talk,Talk,4,literal,Talk,,full-word,True,
TT3B,2,Take,Take,3,dictionary,Take,GT,full-word,True,
TT3B,3,Use,Use,4,literal,Use,,full-word,True,
TT3B,4,Move,Move,4,literal,Move,,full-word,True,
TT3B,5,Area,Area,4,dictionary,Area,,full-word,True,
TT3B,6,Mill,Mill,7,dictionary,Mill,,full-word,True,
TT3B,7,Simon,SIM,4,literal,Simon,SIM,blocked,True,
TT3B,8,Woman,Woman,4,dictionary,Woman,WMN,full-word,True,
TT3B,9,Gun,Gun,4,literal,Gun,,full-word,True,
TT3B,10,Charm,Charm,5,literal,Charm,,full-word,True,
TT3B,11,Schmidt,Schmidt,6,dictionary,Schmidt,Schmidt,full-word,True,
TT3B,12,Out,Out,6,literal,Out,,full-word,True,
TT3B,13,Fight,Fight,4,dictionary,Fight,Fight,full-word,True,
TT3B,14,Guard,Guard,5,literal,Guard,,full-word,True,
TT3B,15,Run,Run,4,literal,Run,,full-word,True,
TT3B,16,Ask,AS,3,literal,Ask,AS,blocked,True,
TT3B,17,Road,RD,3,literal,Road,RD,blocked,True,
TT3B,18,Text,TX,3,literal,Text,TX,blocked,True,
TT3B,19,Hitler,Hitler,5,dictionary,Hitler,Hitler,full-word,True,
TT3B,20,Cougar,Cougar,2,dictionary,Cougar,Cougar,full-word,True,
TT1B,0,Look,Look,3,dictionary,Look,Look,full-word,True,
TT1B,1,Talk,Talk,4,literal,Talk,,full-word,True,
TT1B,2,Move,Move,4,literal,Move,,full-word,True,
TT1B,3,Sky,Sky,3,dictionary,Sky,Sky,full-word,True,
TT1B,4,Area,Area,4,literal,Area,,full-word,True,
TT1B,5,Museum,Museum,2,dictionary,Museum,Museum,full-word,True,
TT1B,6,Sign,Sign,3,dictionary,Sign,Sign,full-word,True,
TT1B,7,Body,Body,2,dictionary,Body,Body,full-word,True,
TT1B,8,East,East,4,literal,East,,full-word,True,
TT1B,9,West,West,3,dictionary,West,West,full-word,True,
TT1B,10,Use,Use,4,literal,Use,,full-word,True,
TT1B,11,Fight,Fight,5,literal,Fight,,full-word,True,
TT1B,12,Poke,Poke,5,literal,Poke,,full-word,True,
TT1B,13,Walk,Walk,4,literal,Walk,,full-word,True,
TT1B,14,Pot,Pot,3,dictionary,Pot,Pot,full-word,True,
TT1B,15,Case,Case,5,literal,Case,,full-word,True,
TT1B,16,Room,Room,5,literal,Room,,full-word,True,
TT1B,17,Girl,Girl,5,literal,Girl,,full-word,True,
TT1B,18,Fiend,Fiend,5,literal,Fiend,,full-word,True,
TT1B,19,Charm,Charm,5,literal,Charm,,full-word,True,
TT1B,20,Hold,Hold,5,literal,Hold,,full-word,True,
TT1B,21,Hug,Hug,5,literal,Hug,,full-word,True,
TT1B,22,Smile,Smile,6,literal,Smile,,full-word,True,
TT1B,23,Praise,Praise,4,dictionary,Praise,Praise,full-word,True,
TT1B,24,Yell,Yell,4,literal,Yell,,full-word,True,
TT1B,25,Eyes,Eyes,2,dictionary,Eyes,Eyes,full-word,True,
TT1B,26,Nose,Nose,3,dictionary,Nose,Nose,full-word,True,
TT1B,27,Ears,Ears,3,dictionary,Ears,Ears,full-word,True,
TT1B,28,Chest,Chest,3,dictionary,Chest,Chest,full-word,True,
TT1B,29,Man,Man,4,literal,Man,,full-word,True,
TT1B,30,Map,Map,3,dictionary,Map,Map,full-word,True,
TT1B,31,North,North,3,dictionary,North,North,full-word,True,
TT1B,32,House,House,3,dictionary,House,House,full-word,True,
TT1B,33,Plate,Plate,5,literal,Plate,,full-word,True,
TT1B,34,Call,Call,6,literal,Call,,full-word,True,
TT1B,35,News,News,5,literal,News,,full-word,True,
TT1B,36,Lens,Lens,5,literal,Lens,,full-word,True,
TT1B,37,Picture,Picture,2,dictionary,Picture,Picture,full-word,True,
TT1B,38,Elder,Elder,5,literal,Elder,,full-word,True,
TT1B,39,Out,Out,4,literal,Out,,full-word,True,
TT1B,40,Land,Land,4,literal,Land,,full-word,True,
TT1B,41,Go,Go,4,literal,Go,,full-word,True,
TT1B,42,Back,Back,4,dictionary,Back,Back,full-word,True,
TT1B,43,Simon,Simon,2,dictionary,Simon,Simon,full-word,True,
TT1B,44,In,In,3,literal,In,,full-word,True,
TT1B,45,Ask,Ask,3,dictionary,Ask,Ask,full-word,True,
TT1B,46,Church,Church,5,dictionary,Church,Church,full-word,True,
TT1B,47,Priest,Priest,4,dictionary,Priest,Priest,full-word,True,
TT1B,48,Member,Member,2,dictionary,Member,Member,full-word,True,
TT1B,49,Sermon,Sermon,6,literal,Sermon,,full-word,True,
TT1B,50,Devil,Devil,2,dictionary,Devil,Devil,full-word,True,
TT1B,51,Belt,Belt,5,literal,Belt,,full-word,True,
TT1B,52,Run,Run,4,literal,Run,,full-word,True,
TT2,0,Look,SE,3,literal,Look,SE,blocked,True,
TT2,1,Talk,Talk,4,literal,Talk,,full-word,True,
TT2,2,Take,Take,3,dictionary,Take,GT,full-word,True,
TT2,3,Use,Use,4,literal,Use,,full-word,True,
TT2,4,Ask,AS,3,literal,Ask,AS,blocked,True,
TT2,5,Smell,SN,3,literal,Smell,SN,blocked,True,
TT2,6,Move,Move,4,literal,Move,,full-word,True,
TT2,7,In,In,5,literal,In,,full-word,True,
TT2,8,Pierre,Pierre,5,dictionary,Pierre,PIER,full-word,True,
TT2,9,Body,BOD,4,literal,Body,BOD,blocked,True,
TT2,10,Glass,GLS,4,literal,Glass,GLS,blocked,True,
TT2,11,Wine,Wine,4,dictionary,Wine,,full-word,True,
TT2,12,Empty,Empty,5,literal,Empty,,full-word,True,
TT2,13,Drink,DR,3,literal,Drink,DR,blocked,True,
TT2,14,Robe,RB,3,literal,Robe,RB,blocked,True,
TT2,15,Key,KY,3,literal,Key,KY,blocked,True,
TT2,16,Out,Out,4,literal,Out,,full-word,True,
TT2,17,Data,Data,4,literal,Data,,full-word,True,
TT2,18,Walk,Walk,4,literal,Walk,,full-word,True,
TT2,19,Area,Area,4,dictionary,Area,,full-word,True,
TT2,20,Sign,Sign,5,literal,Sign,,full-word,True,
TT2,21,Post,Post,5,literal,Post,,full-word,True,
TT2,22,Bottle,BT,3,literal,Bottle,BT,blocked,True,
TT2,23,Wear,ON,3,literal,Wear,ON,blocked,True,
TT2,24,Remove,OF,3,literal,Remove,OF,blocked,True,
TT2,25,Man,Man,4,dictionary,Man,,full-word,True,
TT2,26,Damascus,DAM,5,literal,Damascus,DAM,blocked,True,
TT2,27,Jerusalem,JERUS,5,literal,Jerusalem,JERUS,blocked,True,
TT2,28,Crimea,CRI,4,literal,Crimea,CRI,blocked,True,
TT2,29,Hundred Years,100,5,literal,Hundred Years,100,blocked,True,
TT2,30,Pacific,PAC,6,literal,Pacific,PAC,blocked,True,
TT2,31,Merchants,MER,5,literal,Merchants,MER,blocked,True,
TT2,32,Commoners,COM,4,literal,Commoners,COM,blocked,True,
TT2,33,Actors,ACT,5,literal,Actors,ACT,blocked,True,
TT2,34,Criminals,CRK,5,literal,Criminals,CRK,blocked,True,
TT2,35,Guild,Guild,4,dictionary,Guild,GDE,full-word,True,
TT2,36,Zois,ZOI,4,literal,Zois,ZOI,blocked,True,
TT2,37,Geld,GEL,4,literal,Geld,GEL,blocked,True,
TT2,38,Guild,Guild,4,dictionary,Guild,GLD,full-word,True,
TT2,39,Oido,Oido,4,literal,Oido,,full-word,True,
TT2,40,da Vinci,VINCI,6,literal,da Vinci,VINCI,blocked,True,
TT2,41,Lacoste,CST,5,literal,Lacoste,CST,blocked,True,
TT2,42,De Palma,PAL,6,literal,De Palma,PAL,blocked,True,
TT2,43,Nero,Nero,6,dictionary,Nero,,full-word,True,
TT2,44,Dante,Dante,7,dictionary,Dante,,full-word,True,
TT2,45,U Thant,THA,5,literal,U Thant,THA,blocked,True,
TT2,46,Tools,TLS,4,literal,Tools,TLS,blocked,True,
TT2,47,Move,Move,4,literal,Move,,full-word,True,
TT2,48,Box,Box,6,literal,Box,,full-word,True,
TT2,49,Chino,Chino,3,dictionary,Chino,Chino,full-word,True,
TT2,50,Gordo,Gordo,5,dictionary,Gordo,,full-word,True,
TT2,51,White,WT,3,literal,White,WT,blocked,True,
TT2,52,No,No,4,literal,No,,full-word,True,
TT2,53,Lugot,Lugot,4,dictionary,Lugot,Lugot,full-word,True,
TT2,54,Yes,Yes,5,literal,Yes,,full-word,True,
TT2,55,No,No,4,literal,No,,full-word,True,
TT2,56,All,AL,3,literal,All,AL,blocked,True,
TT2,57,Guard,Guard,4,dictionary,Guard,Guard,full-word,True,
TT2,58,Crowd,Crowd,2,dictionary,Crowd,CROWD,full-word,True,
TT2,59,Building,BLD,4,literal,Building,BLD,blocked,True,
TT2,60,Jail,Jail,5,literal,Jail,,full-word,True,
TT2,61,Town,TN,3,literal,Town,TN,blocked,True,
TT2,62,Jail,Jail,5,literal,Jail,,full-word,True,
TT2,63,Woman,WMN,4,literal,Woman,WMN,blocked,True,
TT2,64,Cell,Cell,4,literal,Cell,,full-word,True,
TT2,65,Bishop,Bishop,2,dictionary,Bishop,Bishop,full-word,True,
TT2,66,Jeanne,Jeanne,2,dictionary,Jeanne,Jeanne,full-word,True,
TT2,67,Rope,Rope,4,literal,Rope,,full-word,True,
TT2,68,Lamp,Lamp,4,literal,Lamp,,full-word,True,
TT2,69,Cell,Cell,4,literal,Cell,,full-word,True,
T22,0,Look,Look,3,dictionary,Look,SE,full-word,True,
T22,1,Talk,Talk,4,literal,Talk,,full-word,True,
T22,2,Use,Use,4,literal,Use,,full-word,True,
T22,3,Ask,Ask,3,dictionary,Ask,AS,full-word,True,
T22,4,Move,Move,4,literal,Move,,full-word,True,
T22,5,Baron,Baron,6,dictionary,Baron,,full-word,True,
T22,6,Jailer,Jailer,5,dictionary,Jailer,Jailer,full-word,True,
T22,7,Woman,Woman,4,dictionary,Woman,WMN,full-word,True,
T22,8,Robe,RB,3,literal,Robe,RB,blocked,True,
T22,9,Key,KY,3,literal,Key,KY,blocked,True,
T22,10,Pact,Pact,6,literal,Pact,,full-word,True,
T22,11,Remove,OF,3,literal,Remove,OF,blocked,True,
T22,12,Cell,Cell,4,literal,Cell,,full-word,True,
T22,13,Out,Out,4,literal,Out,,full-word,True,
T22,14,Take,Take,3,dictionary,Take,GT,full-word,True,
T22,15,Passage,PS,3,literal,Passage,PS,blocked,True,
T22,16,In,In,5,literal,In,,full-word,True,
T22,17,Chino,Chino,3,dictionary,Chino,Chino,full-word,True,
T22,18,Well,WL,3,literal,Well,WL,blocked,True,
T22,19,Rope,Rope,4,literal,Rope,,full-word,True,
T22,20,Hill,HL,3,literal,Hill,HL,blocked,True,
T22,21,Jail,JAL,4,literal,Jail,JAL,blocked,True,
T22,22,Open,Open,4,literal,Open,,full-word,True,
T22,23,Box,B,3,literal,Box,B,blocked,True,
T22,24,Paper,PPR,4,literal,Paper,PPR,blocked,True,
T22,25,Back,BCK,4,literal,Back,BCK,blocked,True,
T22,26,Scaffold,Scaffold,7,literal,Scaffold,,full-word,True,
T22,27,Jeanne,Jeanne,2,dictionary,Jeanne,Jeanne,full-word,True,
T22,28,Bishop,Bishop,2,dictionary,Bishop,Bishop,full-word,True,
T22,29,Lugot,Lugot,4,dictionary,Lugot,Lugot,full-word,True,
T22,30,Crowd,Crowd,2,dictionary,Crowd,CROWD,full-word,True,
T22,31,Prison,PRIS,5,literal,Prison,PRIS,blocked,True,
T22,32,Move,Move,4,literal,Move,,full-word,True,
TT6C,0,Look,Look,3,dictionary,Look,SE,full-word,True,
TT6C,1,Down,D,2,literal,Down,D,blocked,True,
TT6C,2,Leap,Leap,5,literal,Leap,,full-word,True,
TT6C,3,Take,GT,3,literal,Take,GT,blocked,True,
TT6C,4,Jar,JR,3,literal,Jar,JR,blocked,True,
TT6C,5,Talk,Talk,4,literal,Talk,,full-word,True,
TT6C,6,Ask,AS,3,literal,Ask,AS,blocked,True,
TT6C,7,Eat,Eat,4,literal,Eat,,full-word,True,
TT6C,8,Use,Use,4,literal,Use,,full-word,True,
TT6C,9,Room,Room,5,literal,Room,,full-word,True,
TT6C,10,Joseph,JOS,4,literal,Joseph,JOS,blocked,True,
TT6C,11,Mary,Mary,4,literal,Mary,,full-word,True,
TT6C,12,Baby,B,2,literal,Baby,B,blocked,True,
TT6C,13,Men,Men,5,literal,Men,,full-word,True,
TT6C,14,My body,MY BOD,6,literal,My body,MY BOD,blocked,True,
TT6C,15,Kashim,KSH,4,literal,Kashim,KSH,blocked,True,
TT6C,16,Body,BOD,4,literal,Body,BOD,blocked,True,
TT6C,17,Time Belt,TBELT,6,literal,Time Belt,TBELT,blocked,True,
TT6C,18,Move,Move,4,literal,Move,,full-word,True,
TT6C,19,Open,Open,4,literal,Open,,full-word,True,
TT6C,20,Move,Move,4,literal,Move,,full-word,True,
TT6C,21,Area,Area,4,literal,Area,,full-word,True,
TT6C,22,Ground,GND,4,literal,Ground,GND,blocked,True,
TT6C,23,Hill,HL,3,literal,Hill,HL,blocked,True,
TT6C,24,Panel,PNL,4,literal,Panel,PNL,blocked,True,
TT6C,25,Yes,YS,3,literal,Yes,YS,blocked,True,
TT6C,26,Lid,LD,3,literal,Lid,LD,blocked,True,
TT6C,27,North,N,3,literal,North,N,blocked,True,
TT6C,28,East,East,4,literal,East,,full-word,True,
TT6C,29,West,W,3,literal,West,W,blocked,True,
TT6C,30,South,S,4,literal,South,S,blocked,True,
TT6C,31,Road,RD,3,literal,Road,RD,blocked,True,
TT6C,32,Bones,Bones,5,literal,Bones,,full-word,True,
TT6C,33,Paper,P,2,literal,Paper,P,blocked,True,
TT6C,34,Text,TX,3,literal,Text,TX,blocked,True,
TT6C,35,Outside,OT,3,literal,Outside,OT,blocked,True,
TT6C,36,Four,4,3,literal,Four,4,blocked,True,
TT6C,37,Five,5,3,literal,Five,5,blocked,True,
TT6C,38,Six,6,3,literal,Six,6,blocked,True,
TT6C,39,Seven,7,3,literal,Seven,7,blocked,True,
TT6C,40,Cougar,Cougar,5,dictionary,Cougar,Cougar,full-word,True,
TT6C,41,Ruger,Ruger,5,dictionary,Ruger,,full-word,True,
TT6C,42,Hauer,Hauer,5,dictionary,Hauer,,full-word,True,
TT6C,43,Berger,Berger,5,dictionary,Berger,Berger,full-word,True,
TT6C,44,Glazier,GLZR,5,literal,Glazier,GLZR,blocked,True,
TT6C,45,Blacksmith,SMT,4,literal,Blacksmith,SMT,blocked,True,
TT6C,46,Tavern,TAVN,4,literal,Tavern,TAVN,blocked,True,
TT6C,47,Tailor,TLR,4,literal,Tailor,TLR,blocked,True,
TT6C,48,Catherine,CATH,5,literal,Catherine,CATH,blocked,True,
TT6C,49,Mylene,MYLEN,5,literal,Mylene,MYLEN,blocked,True,
TT6C,50,Laura,LRA,4,literal,Laura,LRA,blocked,True,
TT6C,51,Isabel,ISABL,5,literal,Isabel,ISABL,blocked,True,
TT6C,52,Morocco,MOROC,5,literal,Morocco,MOROC,blocked,True,
TT6C,53,Rebecca,REBEC,5,literal,Rebecca,REBEC,blocked,True,
TT6C,54,Bread,Bread,5,literal,Bread,,full-word,True,
TT6C,55,Trader,Trader,5,dictionary,Trader,TRAD,full-word,True,
TT6C,56,Austria,AUST,6,literal,Austria,AUST,blocked,True,
TT6C,57,France,FRAN,4,literal,France,FRAN,blocked,True,
TT6C,58,Switzerland,SWIS,4,literal,Switzerland,SWIS,blocked,True,
TT6C,59,Belgium,BELG,5,literal,Belgium,BELG,blocked,True,
TT6C,60,Plantain,PLANT,5,literal,Plantain,PLANT,blocked,True,
TT6C,61,Amacha,Amacha,7,literal,Amacha,,full-word,True,
TT6C,62,Fish mint,DOKU,5,literal,Fish mint,DOKU,blocked,True,
TT6C,63,Swertia,SENBR,5,literal,Swertia,SENBR,blocked,True,
TT6C,64,Daedalus,DAEDL,5,literal,Daedalus,DAEDL,blocked,True,
TT6C,65,Centaur,CENTA,6,literal,Centaur,CENTA,blocked,True,
TT6C,66,Atlas,ATL,4,literal,Atlas,ATL,blocked,True,
TT6C,67,Cerberus,CERBR,5,literal,Cerberus,CERBR,blocked,True,
TT6C,68,Fred,Fred,5,literal,Fred,,full-word,True,
TT6C,69,Bob,Bob,4,literal,Bob,,full-word,True,
TT6C,70,Tom,TM,3,literal,Tom,TM,blocked,True,
TT6C,71,Jim,JM,3,literal,Jim,JM,blocked,True,
TT6C,72,Serow,SRW,4,literal,Serow,SRW,blocked,True,
TT6C,73,Coyote,COY,5,literal,Coyote,COY,blocked,True,
TT6C,74,Reindeer,REIN,4,literal,Reindeer,REIN,blocked,True,
TT6C,75,Puma,Puma,5,literal,Puma,,full-word,True,
TT6C,76,Gold,Gold,6,literal,Gold,,full-word,True,
TT6C,77,Silver,Silver,7,dictionary,Silver,,full-word,True,
TT6C,78,Copper,Copper,7,dictionary,Copper,,full-word,True,
TT6C,79,Tin,Tin,7,dictionary,Tin,,full-word,True,
TT6C,80,Magdala,MAGDA,5,literal,Magdala,MAGDA,blocked,True,
TT6C,81,Nazareth,NZR,4,literal,Nazareth,NZR,blocked,True,
TT6C,82,Bethlehem,BETH,5,literal,Bethlehem,BETH,blocked,True,
TT6C,83,Jerusalem,JERUS,5,literal,Jerusalem,JERUS,blocked,True,
TT6C,84,Bishop,BISH,5,literal,Bishop,BISH,blocked,True,
TT6C,85,Meyer,Meyer,5,dictionary,Meyer,,full-word,True,
TT6C,86,Hitler,Hitler,5,dictionary,Hitler,HITLR,full-word,True,
TT6C,87,Nick,Nick,4,literal,Nick,,full-word,True,
TT6C,88,Jeanne,JEAN,5,literal,Jeanne,JEAN,blocked,True,
TT6C,89,Alexander,ALEX,6,literal,Alexander,ALEX,blocked,True,
TT6C,90,Lincoln,LINC,5,literal,Lincoln,LINC,blocked,True,
TT6C,91,Left,Left,4,literal,Left,,full-word,True,
TT6C,92,Up,Up,3,literal,Up,,full-word,True,
TT6C,93,Right,R,3,literal,Right,R,blocked,True,
TT6B,0,Look,Look,3,dictionary,Look,SE,full-word,True,
TT6B,1,Ask,Ask,3,dictionary,Ask,AS,full-word,True,
TT6B,2,Smell,SM,3,literal,Smell,SM,blocked,True,
TT6B,3,Hold,Hold,4,literal,Hold,,full-word,True,
TT6B,4,Move,Move,4,literal,Move,,full-word,True,
TT6B,5,Area,Area,4,literal,Area,,full-word,True,
TT6B,6,Joseph,JOS,4,literal,Joseph,JOS,blocked,True,
TT6B,7,Mary,Mary,4,dictionary,Mary,,full-word,True,
TT6B,8,Body,BOD,4,literal,Body,BOD,blocked,True,
TT6B,9,Soil,SL,3,literal,Soil,SL,blocked,True,
TT6B,10,Glare,GLR,4,literal,Glare,GLR,blocked,True,
TT6B,11,Yell,Yell,4,literal,Yell,,full-word,True,
TT6B,12,Tongue,Tongue,5,dictionary,Tongue,TONG,full-word,True,
TT6B,13,Wink,Wink,6,literal,Wink,,full-word,True,
TT6B,14,Talk,Talk,4,literal,Talk,,full-word,True,
TT6B,15,Eat,Eat,4,literal,Eat,,full-word,True,
TT6B,16,Tent,Tent,4,literal,Tent,,full-word,True,
TT6B,17,Camel,Camel,4,dictionary,Camel,CML,full-word,True,
TT6B,18,Men,Men,5,literal,Men,,full-word,True,
TT6B,19,North,N,3,literal,North,N,blocked,True,
TT6B,20,East,East,4,literal,East,,full-word,True,
TT6B,21,West,W,3,literal,West,W,blocked,True,
TT6B,22,South,S,4,literal,South,S,blocked,True,
TT6B,23,Forward,FWD,4,literal,Forward,FWD,blocked,True,
TT6B,24,Back,BCK,4,literal,Back,BCK,blocked,True,
TT6B,25,Fight,Fight,5,literal,Fight,,full-word,True,
TT6B,26,Walk,Walk,4,literal,Walk,,full-word,True,
TT6B,27,Room,Room,5,literal,Room,,full-word,True,
TT6B,28,Trough,TRGH,5,literal,Trough,TRGH,blocked,True,
TT6B,29,Horse,HR,3,literal,Horse,HR,blocked,True,
TT6B,30,Sheep,Sheep,4,dictionary,Sheep,SHP,full-word,True,
TT6B,31,Cow,Cow,3,dictionary,Cow,CW,full-word,True,
TT6B,32,Dung,Dung,4,literal,Dung,,full-word,True,
TT6B,33,Wisdom,WIS,4,literal,Wisdom,WIS,blocked,True,
TT6B,34,Knowledge,KNOW,5,literal,Knowledge,KNOW,blocked,True,
TT6B,35,Isis,Isis,4,literal,Isis,,full-word,True,
TT6B,36,Baal,BAL,4,literal,Baal,BAL,blocked,True,
TT6B,37,Jehovah,JHV,4,literal,Jehovah,JHV,blocked,True,
TT6B,38,Iraq,Iraq,4,literal,Iraq,,full-word,True,
TT6B,39,Jordan,JORDN,5,literal,Jordan,JORDN,blocked,True,
TT6B,40,Syria,SYR,4,literal,Syria,SYR,blocked,True,
TT6B,41,Egypt,Egypt,5,literal,Egypt,,full-word,True,
TT6B,42,David,David,5,literal,David,,full-word,True,
TT6B,43,Solomon,SOLO,4,literal,Solomon,SOLO,blocked,True,
TT6B,44,Samson,SAM,4,literal,Samson,SAM,blocked,True,
TT6B,45,Jacob,JAC,4,literal,Jacob,JAC,blocked,True,
TT6B,46,Isaac,ISC,4,literal,Isaac,ISC,blocked,True,
TT6B,47,Saddam,SADM,4,literal,Saddam,SADM,blocked,True,
